text,intent,split
can you please turn on my furnace,smart_home,train
oven should be set to 350 now,smart_home,train
what temp is the ac at,smart_home,train
tell me who is by the garage door,smart_home,train
set my oven to 350 please,smart_home,train
make sure all doors are locked,smart_home,train
make the lights dimmer please,smart_home,train
"please, will you turn on my tv",smart_home,train
turn lights on in my bedroom,smart_home,train
turn the fan to the on position,smart_home,train
start my vehicle,smart_home,train
please get my car started before i go out to it,smart_home,train
need the tv on please,smart_home,train
lock all the doors,smart_home,train
can you turn on the lights in the den,smart_home,train
turn the furnace on please,smart_home,train
check who's at the door,smart_home,train
please set the temperature to 70,smart_home,train
turn tv on please,smart_home,train
make the temperature 78 in here,smart_home,train
turn lights on in the garage,smart_home,train
what is my ac set to right now,smart_home,train
activate my furnace please,smart_home,train
can you set the temp to 69,smart_home,train
set my temp to 75,smart_home,train
can you see if i have my doors locked,smart_home,train
make sure the oven is set to 350 please,smart_home,train
the ac is set to what right now,smart_home,train
can you turn on the lights in the backyard,smart_home,train
can you turn on the tv,smart_home,train
can you turn the oven to 350,smart_home,train
who is at my front door,smart_home,train
can you turn my lights down just a bit,smart_home,train
will you please get my furnace turned on,smart_home,train
can you please dim the lights,smart_home,train
set my oven to 350 for me right now,smart_home,train
turn lights on in my master bathroom,smart_home,train
who is knocking,smart_home,train
turn on the fan,smart_home,train
can you get my car started,smart_home,train
are my doors locked right now,smart_home,train
can you get the fan going in here,smart_home,train
please turn my fan on,smart_home,train
warm up my car for me,smart_home,train
please make sure the temperature is set to 68,smart_home,train
are my doors in the locked position right now,smart_home,train
turn down the lights a little please,smart_home,train
what's the persons name at my door,smart_home,train
can you lock all the doors in the house,smart_home,train
i need some air; get the fan going,smart_home,train
what's the ac set to,smart_home,train
can you tell me what the ac is on,smart_home,train
lock every door on the property,smart_home,train
turn the tv to on right now,smart_home,train
please lock every door,smart_home,train
did i lock the doors,smart_home,train
dim the main lights please,smart_home,train
i need my furnace turned on,smart_home,train
put the garage lights on,smart_home,train
on the lounge lights turn,smart_home,train
can put fan on,smart_home,train
turn on the living room lights,smart_home,train
put fan on,smart_home,train
put on lights,smart_home,train
on turn tv,smart_home,train
